Fighter,date,H_odds,A_odds
Randa Markos,2016-08-20,-155.0,135.0
Neil Magny,2016-08-20,-140.0,120.0
Alberto Uda,2016-08-20,145.0,-165.0
Hyun Gyu Lim,2016-08-20,-275.0,235.0
Elizabeth Phillips,2016-08-20,260.0,-320.0
Cortney Casey,2016-08-20,135.0,-155.0
Takeya Mizugaki,2016-08-20,415.0,-525.0
Sabah Homasi,2016-08-20,335.0,-420.0
Mike Perry,2016-08-20,235.0,-275.0
Conor McGregor,2016-08-20,-135.0,115.0
Donald Cerrone,2016-08-20,-140.0,120.0
Glover Teixeira,2016-08-20,200.0,-240.0
Bec Rawlings,2016-08-27,175.0,-210.0
Jim Miller,2016-08-27,120.0,-140.0
Kevin Casey,2016-08-27,230.0,-270.0
Kyle Bochniak,2016-08-27,-135.0,115.0
Alessio Di Chirico,2016-08-27,-330.0,270.0
Felipe Silva,2016-08-27,140.0,-160.0
Thibault Gouti,2016-08-27,290.0,-320.0
Alessandro Ricci,2016-08-27,125.0,-145.0
Jeremy Kennedy,2016-08-27,-145.0,125.0
Shane Campbell,2016-08-27,-160.0,140.0
Garreth McLellan,2016-08-27,270.0,-330.0
Enrique Barzola,2016-08-27,115.0,-135.0
Sam Alvey,2016-08-27,-270.0,230.0
Joe Lauzon,2016-08-27,-140.0,120.0
Paige VanZant,2016-08-27,-210.0,175.0
Anthony Pettis,2016-08-27,-165.0,145.0
Demian Maia,2016-08-27,115.0,-135.0
Charles Oliveira,2016-08-27,145.0,-165.0
Carlos Condit,2016-08-27,-135.0,115.0
Chad Laprise,2016-08-27,-320.0,290.0
Ashlee Evans-Smith,2016-09-03,-240.0,200.0
Josh Barnett,2016-09-03,-130.0,110.0
Jan Blachowicz,2016-09-03,500.0,-700.0
Ilir Latifi,2016-09-03,150.0,-170.0
Tae Hyun Bang,2016-09-03,275.0,-335.0
Jimmy Wallhead,2016-09-03,-130.0,110.0
Nicolas Dalby,2016-09-03,-200.0,170.0
Peter Sobotta,2016-09-03,170.0,-200.0
Veronica Macedo,2016-09-03,200.0,-240.0
Christian Colombo,2016-09-03,115.0,-135.0
Jack Hermansson,2016-09-03,-115.0,-105.0
Leandro Silva,2016-09-03,360.0,-450.0
Taylor Lapilus,2016-09-03,-160.0,140.0
Jarjis Danho,2016-09-03,-135.0,115.0
Scott Askham,2016-09-03,-105.0,-115.0
Leandro Issa,2016-09-03,140.0,-160.0
Rustam Khabilov,2016-09-03,-450.0,360.0
Jessin Ayari,2016-09-03,110.0,-130.0
Ryan Bader,2016-09-03,-170.0,150.0
Alexander Gustafsson,2016-09-03,-700.0,500.0
Andrei Arlovski,2016-09-03,110.0,-130.0
Nick Hein,2016-09-03,-335.0,275.0
Travis Browne,2016-09-10,225.0,-265.0
Alistair Overeem,2016-09-10,125.0,-145.0
Stipe Miocic,2016-09-10,-145.0,125.0
Fabricio Werdum,2016-09-10,-265.0,225.0
CM Punk,2016-09-10,345.0,-430.0
Jessica Andrade,2016-09-10,-130.0,110.0
Jessica Eye,2016-09-10,-125.0,105.0
Brad Tavares,2016-09-10,-220.0,180.0
Nik Lentz,2016-09-10,-550.0,425.0
Drew Dober,2016-09-10,-150.0,130.0
Yancy Medeiros,2016-09-10,-130.0,110.0
Urijah Faber,2016-09-10,150.0,-170.0
Jimmie Rivera,2016-09-10,-170.0,150.0
Mickey Gall,2016-09-10,-430.0,345.0
Jason Gonzalez,2016-09-10,130.0,-150.0
Michael McBride,2016-09-10,425.0,-550.0
Caio Magalhaes,2016-09-10,180.0,-220.0
Bethe Correia,2016-09-10,105.0,-125.0
Joanne Calderwood,2016-09-10,110.0,-130.0
Sean Spencer,2016-09-10,110.0,-130.0
Erick Montano,2016-09-17,425.0,-550.0
Dustin Poirier,2016-09-17,-165.0,145.0
Uriah Hall,2016-09-17,160.0,-185.0
Roan Carneiro,2016-09-17,100.0,-120.0
Chris Wade,2016-09-17,115.0,-135.0
Chas Skelly,2016-09-17,-150.0,130.0
Alejandro Perez,2016-09-17,-110.0,-110.0
Gabriel Benitez,2016-09-17,100.0,-120.0
Jose Quinonez,2016-09-17,125.0,-145.0
Evan Dunham,2016-09-17,-340.0,280.0
Antonio Carlos Junior,2016-09-17,-280.0,240.0
Augusto Montano,2016-09-17,375.0,-470.0
Albert Morales,2016-09-17,-110.0,-110.0
Randy Brown,2016-09-17,-550.0,425.0
Joey Gomez,2016-09-17,-145.0,125.0
Leonardo Augusto Leleco,2016-09-17,240.0,-280.0
Belal Muhammad,2016-09-17,-470.0,375.0
Sam Sicilia,2016-09-17,-120.0,100.0
Maximo Blanco,2016-09-17,130.0,-150.0
Islam Makhachev,2016-09-17,-135.0,115.0
Michael Johnson,2016-09-17,145.0,-165.0
Derek Brunson,2016-09-17,-185.0,160.0
Kenny Robertson,2016-09-17,-120.0,100.0
Rick Glenn,2016-09-17,280.0,-340.0
Godofredo Pepey,2016-09-24,-110.0,-110.0
Cris Cyborg,2016-09-24,-1000.0,650.0
Renan Barao,2016-09-24,-640.0,470.0
Roy Nelson,2016-09-24,-420.0,335.0
Vicente Luque,2016-09-24,-580.0,440.0
Glaico Franca,2016-09-24,-140.0,120.0
Thiago Santos,2016-09-24,-800.0,550.0
Alan Patrick,2016-09-24,145.0,-165.0
Erick Silva,2016-09-24,130.0,-150.0
Rani Yahya,2016-09-24,-105.0,-115.0
Gilbert Burns,2016-09-24,-245.0,205.0
Francisco Trinaldo,2016-09-24,-155.0,135.0
Jussier Formiga,2016-09-24,-210.0,175.0
Dustin Ortiz,2016-09-24,175.0,-210.0
Hector Urbina,2016-09-24,440.0,-580.0
Luan Chagas,2016-09-24,-150.0,130.0
Stevie Ray,2016-09-24,-165.0,145.0
Michinori Tanaka,2016-09-24,-115.0,-105.0
Gregor Gillespie,2016-09-24,120.0,-140.0
Michel Prazeres,2016-09-24,205.0,-245.0
Mike de la Torre,2016-09-24,-110.0,-110.0
Eric Spicely,2016-09-24,550.0,-800.0
Paul Felder,2016-09-24,135.0,-155.0
Antonio Silva,2016-09-24,335.0,-420.0
Lina Lansberg,2016-09-24,650.0,-1000.0
Phillipe Nover,2016-09-24,470.0,-640.0
John Dodson,2016-10-01,-125.0,105.0
Ketlen Vieira,2016-10-01,-105.0,-115.0
Curtis Blaydes,2016-10-01,-235.0,195.0
Tamdan McCrory,2016-10-01,-160.0,140.0
John Lineker,2016-10-01,105.0,-125.0
Will Brooks,2016-10-01,-320.0,260.0
Joshua Burkman,2016-10-01,-260.0,220.0
Louis Smolka,2016-10-01,-525.0,450.0
Henrique da Silva,2016-10-01,-135.0,115.0
Hacran Dias,2016-10-01,-150.0,130.0
Shamil Abdurakhimov,2016-10-01,-145.0,125.0
Keita Nakamura,2016-10-01,-125.0,105.0
Jonathan Wilson,2016-10-01,100.0,-120.0
Cody East,2016-10-01,195.0,-235.0
Kelly Faszholz,2016-10-01,-115.0,-105.0
Elizeu Zaleski dos Santos,2016-10-01,105.0,-125.0
Walt Harris,2016-10-01,125.0,-145.0
Andre Fili,2016-10-01,130.0,-150.0
Joachim Christensen,2016-10-01,115.0,-135.0
Brandon Moreno,2016-10-01,450.0,-525.0
Zak Ottow,2016-10-01,220.0,-260.0
Alex Oliveira,2016-10-01,260.0,-320.0
Nate Marquardt,2016-10-01,140.0,-160.0
Ion Cutelaba,2016-10-01,-120.0,100.0
Leon Edwards,2016-10-08,150.0,-170.0
Mike Perry,2016-10-08,-130.0,110.0
Marc Diakiese,2016-10-08,-290.0,245.0
Albert Tumenov,2016-10-08,-170.0,150.0
Iuri Alcantara,2016-10-08,-150.0,130.0
Russell Doane,2016-10-08,440.0,-580.0
Daniel Omielanczuk,2016-10-08,165.0,-190.0
Adriano Martins,2016-10-08,-210.0,175.0
Damian Stasiak,2016-10-08,165.0,-190.0
Gegard Mousasi,2016-10-08,-360.0,300.0
Jimi Manuwa,2016-10-08,125.0,-145.0
Lukasz Sajewski,2016-10-08,245.0,-290.0
Danny Roberts,2016-10-08,110.0,-130.0
Leonardo Santos,2016-10-08,175.0,-210.0
Brad Pickett,2016-10-08,130.0,-150.0
Dan Henderson,2016-10-08,220.0,-260.0
Davey Grant,2016-10-08,-190.0,165.0
Michael Bisping,2016-10-08,-260.0,220.0
Vitor Belfort,2016-10-08,300.0,-360.0
Mirsad Bektic,2016-10-08,-580.0,440.0
Stefan Struve,2016-10-08,-190.0,165.0
Ovince Saint Preux,2016-10-08,-145.0,125.0
Beneil Dariush,2016-11-05,-115.0,-105.0
Martin Bravo,2016-11-05,-105.0,-115.0
Ricardo Lamas,2016-11-05,-110.0,-110.0
Diego Sanchez,2016-11-05,250.0,-300.0
Charles Oliveira,2016-11-05,-110.0,-110.0
Alexa Grasso,2016-11-05,-620.0,460.0
Rashid Magomedov,2016-11-05,-105.0,-115.0
Claudio Puelles,2016-11-05,-115.0,-105.0
Marcin Held,2016-11-05,-300.0,250.0
Tony Ferguson,2016-11-05,120.0,-140.0
Rafael Dos Anjos,2016-11-05,-140.0,120.0
Erik Perez,2016-11-05,-240.0,200.0
Sam Alvey,2016-11-05,-165.0,145.0
Erick Montano,2016-11-05,125.0,-135.0
Chris Avila,2016-11-05,425.0,-550.0
Jason Novelli,2016-11-05,135.0,-155.0
Alex Nicholson,2016-11-05,145.0,-165.0
Douglas Silva de Andrade,2016-11-05,-115.0,-105.0
Marco Beltran,2016-11-05,-135.0,115.0
Joe Soto,2016-11-05,115.0,-135.0
Max Griffin,2016-11-05,-135.0,125.0
Heather Jo Clark,2016-11-05,460.0,-620.0
Enrique Barzola,2016-11-05,-550.0,425.0
Polo Reyes,2016-11-05,-155.0,135.0
Henry Briones,2016-11-05,-105.0,-115.0
Felipe Arantes,2016-11-05,200.0,-240.0
Liz Carmouche,2016-11-12,145.0,-165.0
Yoel Romero,2016-11-12,180.0,-220.0
Conor McGregor,2016-11-12,-160.0,140.0
Stephen Thompson,2016-11-12,-185.0,160.0
Karolina Kowalkiewicz,2016-11-12,325.0,-400.0
Raquel Pennington,2016-11-12,120.0,-140.0
Tim Boetsch,2016-11-12,125.0,-145.0
Michael Johnson,2016-11-12,285.0,-345.0
Eddie Alvarez,2016-11-12,140.0,-160.0
Tyron Woodley,2016-11-12,160.0,-185.0
Joanna Jedrzejczyk,2016-11-12,-400.0,325.0
Chris Weidman,2016-11-12,-220.0,180.0
Jeremy Stephens,2016-11-12,265.0,-325.0
Frankie Edgar,2016-11-12,-325.0,265.0
Khabib Nurmagomedov,2016-11-12,-345.0,285.0
Rafael Natal,2016-11-12,-145.0,125.0
Vicente Luque,2016-11-12,-125.0,105.0
Jim Miller,2016-11-12,135.0,-155.0
Miesha Tate,2016-11-12,-140.0,120.0
Katlyn Chookagian,2016-11-12,-165.0,145.0
Thiago Alves,2016-11-12,-155.0,135.0
Belal Muhammad,2016-11-12,105.0,-125.0
Ali Bagautinov,2016-11-19,170.0,-200.0
Cortney Casey,2016-11-19,365.0,-460.0
Krzysztof Jotko,2016-11-19,115.0,-135.0
Kamaru Usman,2016-11-19,-210.0,175.0
Zak Ottow,2016-11-19,130.0,-150.0
Jack Hermansson,2016-11-19,-130.0,110.0
Gadzhimurad Antigulov,2016-11-19,145.0,-165.0
Manvel Gamburyan,2016-11-19,120.0,-140.0
Christian Colombo,2016-11-19,245.0,-290.0
Justin Scoggins,2016-11-19,-155.0,135.0
Darren Stewart,2016-11-19,135.0,-155.0
Uriah Hall,2016-11-19,430.0,-560.0
Alexander Volkov,2016-11-19,130.0,-150.0
Magomed Mustafaev,2016-11-19,125.0,-145.0
Teruto Ishihara,2016-11-19,-260.0,220.0
Rogerio Nogueira,2016-11-19,280.0,-340.0
Abdul Razak Alhassan,2016-11-19,-330.0,270.0
Kwan Ho Kwak,2016-11-19,180.0,-220.0
Milana Dudieva,2016-11-19,185.0,-225.0
Alexander Yakovlev,2016-11-19,150.0,-170.0
Mark Godbeer,2016-11-19,130.0,-140.0
Amanda Cooper,2016-11-19,120.0,-140.0
Jack Marshman,2016-11-19,210.0,-250.0
Stevie Ray,2016-11-19,-115.0,-105.0
Albert Morales,2016-11-19,250.0,-300.0
Johnny Eduardo,2016-11-19,-140.0,120.0
Artem Lobov,2016-11-19,220.0,-260.0
Claudia Gadelha,2016-11-19,-460.0,365.0
Thales Leites,2016-11-19,-135.0,115.0
Sergio Moraes,2016-11-19,-150.0,130.0
Cezar Ferreira,2016-11-19,110.0,-130.0
Charlie Ward,2016-11-19,270.0,-330.0
Brett Johns,2016-11-19,-220.0,180.0
Marion Reneau,2016-11-19,-225.0,185.0
Zak Cummings,2016-11-19,-170.0,150.0
Justin Ledet,2016-11-19,-140.0,130.0
Anna Elmose,2016-11-19,-140.0,120.0
Kevin Lee,2016-11-19,-145.0,125.0
Kyoji Horiguchi,2016-11-19,-200.0,170.0
Magnus Cedenblad,2016-11-19,-250.0,210.0
Tim Johnson,2016-11-19,-150.0,130.0
Ross Pearson,2016-11-19,-105.0,-115.0
Gegard Mousasi,2016-11-19,-560.0,430.0
Francimar Barroso,2016-11-19,-155.0,135.0
Pedro Munhoz,2016-11-19,135.0,-155.0
Luis Henrique,2016-11-19,-290.0,245.0
Thomas Almeida,2016-11-19,-300.0,250.0
Ryan Bader,2016-11-19,-340.0,280.0
Warlley Alves,2016-11-19,175.0,-210.0
Marcos Rogerio de Lima,2016-11-19,-165.0,145.0
Dan Hooker,2016-11-26,-145.0,125.0
Omari Akhmedov,2016-11-26,-110.0,-110.0
Alexander Volkanovski,2016-11-26,-155.0,135.0
Tyson Pedro,2016-11-26,-115.0,-105.0
Danielle Taylor,2016-11-26,-110.0,-110.0
Chris Camozzi,2016-11-26,-190.0,165.0
Jon Tuck,2016-11-26,-150.0,130.0
Jonathan Meunier,2016-11-26,115.0,-135.0
Geane Herrera,2016-11-26,120.0,-140.0
Jason Knight,2016-11-26,125.0,-145.0
Ning Guangyou,2016-11-26,-110.0,-110.0
Jenel Lausa,2016-11-26,-135.0,115.0
Ben Nguyen,2016-11-26,-140.0,120.0
Derek Brunson,2016-11-26,-120.0,100.0
Jake Matthews,2016-11-26,-550.0,425.0
Marlon Vera,2016-11-26,-110.0,-110.0
Yao Zhikui,2016-11-26,115.0,-135.0
Richard Walsh,2016-11-26,-135.0,115.0
Robert Whittaker,2016-11-26,100.0,-120.0
Damien Brown,2016-11-26,130.0,-150.0
Daniel Kelly,2016-11-26,165.0,-190.0
Seohee Ham,2016-11-26,-110.0,-110.0
Andrew Holbrook,2016-11-26,425.0,-550.0
Khalil Rountree Jr.,2016-11-26,-105.0,-115.0
Yusuke Kasuya,2016-11-26,135.0,-155.0
Kyle Noke,2016-11-26,-110.0,-110.0
Brendan O'Reilly,2016-12-03,130.0,-150.0
Tim Elliott,2016-12-03,600.0,-900.0
Henry Cejudo,2016-12-03,163.0,-200.0
Jorge Masvidal,2016-12-03,-210.0,175.0
Jared Cannonier,2016-12-03,190.0,-230.0
Alexis Davis,2016-12-03,135.0,-155.0
Ryan Benoit,2016-12-03,165.0,-190.0
Anthony Smith,2016-12-03,-115.0,-105.0
Ryan Hall,2016-12-03,-165.0,145.0
Matt Schnell,2016-12-03,230.0,-270.0
Jamie Moyle,2016-12-03,100.0,-120.0
Devin Clark,2016-12-03,-115.0,-105.0
Joseph Benavidez,2016-12-03,-200.0,163.0
Josh Stansbury,2016-12-03,-105.0,-115.0
Elvis Mutapcic,2016-12-03,-105.0,-115.0
Kailin Curran,2016-12-03,-120.0,100.0
Dong Hyun Ma,2016-12-03,-150.0,130.0
Rob Font,2016-12-03,-270.0,230.0
Gray Maynard,2016-12-03,145.0,-165.0
Brandon Moreno,2016-12-03,-190.0,165.0
Sara McMann,2016-12-03,-155.0,135.0
Ion Cutelaba,2016-12-03,-230.0,190.0
Jake Ellenberger,2016-12-03,175.0,-210.0
Demetrious Johnson,2016-12-03,-900.0,600.0
Sean O'Connell,2016-12-09,325.0,-400.0
Saparbeg Safarov,2016-12-09,165.0,-190.0
Ashley Yoder,2016-12-09,190.0,-230.0
Brian Camozzi,2016-12-09,130.0,-150.0
Gerald Meerschaert,2016-12-09,-200.0,170.0
JJ Aldrich,2016-12-09,190.0,-230.0
Shane Burgos,2016-12-09,-190.0,165.0
Marc Diakiese,2016-12-09,-260.0,220.0
Ryan Janes,2016-12-09,-150.0,130.0
Anthony Hamilton,2016-12-09,350.0,-440.0
Trevor Smith,2016-12-09,170.0,-200.0
Shamil Abdurakhimov,2016-12-09,210.0,-250.0
Randy Brown,2016-12-09,-150.0,130.0
Gian Villante,2016-12-09,-190.0,165.0
Joe Gigliotti,2016-12-09,170.0,-200.0
Andrew Sanchez,2016-12-09,-200.0,170.0
Tiago Trator,2016-12-09,165.0,-190.0
Frankie Perez,2016-12-09,220.0,-260.0
Keith Berish,2016-12-09,130.0,-150.0
Corey Anderson,2016-12-09,-400.0,325.0
Francis Ngannou,2016-12-09,-440.0,350.0
Derrick Lewis,2016-12-09,-250.0,210.0
Justine Kish,2016-12-09,-230.0,190.0
Juliana Lima,2016-12-09,-230.0,190.0
Dustin Ortiz,2016-12-10,110.0,-130.0
Kelvin Gastelum,2016-12-10,105.0,-125.0
Emil Meek,2016-12-10,150.0,-170.0
Misha Cirkunov,2016-12-10,-105.0,-115.0
Drew Dober,2016-12-10,160.0,-185.0
Viviane Pereira,2016-12-10,100.0,-120.0
Matthew Lopez,2016-12-10,110.0,-130.0
Lando Vannata,2016-12-10,-155.0,135.0
Rustam Khabilov,2016-12-10,-220.0,180.0
Anthony Pettis,2016-12-10,250.0,-300.0
Dooho Choi,2016-12-10,-235.0,195.0
Zach Makovsky,2016-12-10,-130.0,110.0
Matt Brown,2016-12-10,250.0,-300.0
Max Holloway,2016-12-10,-300.0,250.0
Donald Cerrone,2016-12-10,-300.0,250.0
Cub Swanson,2016-12-10,195.0,-235.0
John Makdessi,2016-12-10,135.0,-155.0
Tim Kennedy,2016-12-10,-125.0,105.0
Jordan Mein,2016-12-10,-170.0,150.0
Nikita Krylov,2016-12-10,-115.0,-105.0
Olivier Aubin-Mercier,2016-12-10,-185.0,160.0
Valerie Letourneau,2016-12-10,-120.0,100.0
Jason Saggo,2016-12-10,180.0,-220.0
Mitch Gagnon,2016-12-10,-130.0,110.0
Brad Pickett,2016-12-17,280.0,-340.0
Sultan Aliev,2016-12-17,140.0,-160.0
Takeya Mizugaki,2016-12-17,150.0,-170.0
Irene Aldana,2016-12-17,-310.0,255.0
Scott Holtzman,2016-12-17,168.0,-195.0
Alex Morono,2016-12-17,115.0,-135.0
Mizuto Hirota,2016-12-17,-105.0,-115.0
Paul Craig,2016-12-17,190.0,-230.0
Mike Perry,2016-12-17,-145.0,125.0
Fredy Serrano,2016-12-17,105.0,-125.0
Colby Covington,2016-12-17,-360.0,300.0
Bojan Velickovic,2016-12-17,-160.0,140.0
Henrique da Silva,2016-12-17,-230.0,190.0
Alan Jouban,2016-12-17,125.0,-145.0
Urijah Faber,2016-12-17,-340.0,280.0
Sage Northcutt,2016-12-17,140.0,-160.0
Paige VanZant,2016-12-17,-110.0,-110.0
Mickey Gall,2016-12-17,-160.0,140.0
Cole Miller,2016-12-17,-115.0,-105.0
James Moontasri,2016-12-17,-135.0,115.0
Josh Emmett,2016-12-17,-195.0,168.0
Leslie Smith,2016-12-17,255.0,-310.0
Eddie Wineland,2016-12-17,-170.0,150.0
Hector Sandoval,2016-12-17,-125.0,105.0
Michelle Waterson,2016-12-17,-110.0,-110.0
Bryan Barberena,2016-12-17,300.0,-360.0
Alex Oliveira,2016-12-30,-140.0,120.0
Dong Hyun Kim,2016-12-30,-145.0,125.0
Louis Smolka,2016-12-30,120.0,-140.0
Johny Hendricks,2016-12-30,170.0,-200.0
Antonio Carlos Junior,2016-12-30,-120.0,100.0
Mike Pyle,2016-12-30,180.0,-220.0
Brandon Thatch,2016-12-30,-155.0,135.0
Tim Means,2016-12-30,120.0,-140.0
Dominick Cruz,2016-12-30,-245.0,205.0
Niko Price,2016-12-30,135.0,-155.0
Marvin Vettori,2016-12-30,100.0,-120.0
Neil Magny,2016-12-30,-200.0,170.0
Ray Borg,2016-12-30,-140.0,120.0
Tarec Saffiedine,2016-12-30,125.0,-145.0
John Lineker,2016-12-30,190.0,-230.0
Cody Garbrandt,2016-12-30,205.0,-245.0
Ronda Rousey,2016-12-30,-190.0,165.0
Alex Garcia,2016-12-30,-220.0,180.0
Amanda Nunes,2016-12-30,165.0,-190.0
TJ Dillashaw,2016-12-30,-230.0,190.0
Jocelyn Jones-Lybarger,2017-01-15,135.0,-175.0
Augusto Mendes,2017-01-15,140.0,-160.0
Viktor Pesta,2017-01-15,120.0,-140.0
Alex White,2017-01-15,150.0,-170.0
Nina Ansaroff,2017-01-15,-175.0,135.0
Chase Sherman,2017-01-15,135.0,-155.0
Joachim Christensen,2017-01-15,-250.0,210.0
Cyril Asker,2017-01-15,-120.0,100.0
Anthony Rocco Martin,2017-01-15,-170.0,150.0
BJ Penn,2017-01-15,290.0,-350.0
Ben Saunders,2017-01-15,115.0,-135.0
Marcin Held,2017-01-15,120.0,-140.0
Sergio Pettis,2017-01-15,-160.0,140.0
Joe Lauzon,2017-01-15,-140.0,120.0
Court McGee,2017-01-15,-135.0,115.0
Walt Harris,2017-01-15,-155.0,135.0
John Moraga,2017-01-15,140.0,-160.0
Bojan Mihajlovic,2017-01-15,210.0,-250.0
Dmitrii Smoliakov,2017-01-15,100.0,-120.0
Aleksei Oleinik,2017-01-15,-140.0,120.0
Frankie Saenz,2017-01-15,-160.0,140.0
Drakkar Klose,2017-01-15,-320.0,260.0
Yair Rodriguez,2017-01-15,-350.0,290.0
Devin Powell,2017-01-15,260.0,-320.0
Sam Alvey,2017-01-28,-140.0,120.0
Aljamain Sterling,2017-01-28,125.0,-145.0
Li Jingliang,2017-01-28,-130.0,110.0
Jordan Johnson,2017-01-28,-190.0,165.0
Alessio Di Chirico,2017-01-28,-110.0,-110.0
Jeremy Kimball,2017-01-28,110.0,-130.0
JC Cottrell,2017-01-28,-125.0,105.0
Francis Ngannou,2017-01-28,-420.0,335.0
Eric Shelton,2017-01-28,-120.0,100.0
Donald Cerrone,2017-01-28,-175.0,155.0
Jason Gonzalez,2017-01-28,105.0,-125.0
Alexandre Pantoja,2017-01-28,100.0,-120.0
Marcos Rogerio de Lima,2017-01-28,-130.0,110.0
Eric Spicely,2017-01-28,-110.0,-110.0
Henrique da Silva,2017-01-28,165.0,-190.0
Bobby Nash,2017-01-28,110.0,-130.0
Raphael Assuncao,2017-01-28,-145.0,125.0
Nate Marquardt,2017-01-28,120.0,-140.0
Alex Caceres,2017-01-28,115.0,-135.0
Andrei Arlovski,2017-01-28,335.0,-420.0
Valentina Shevchenko,2017-01-28,-185.0,160.0
Jorge Masvidal,2017-01-28,155.0,-175.0
Julianna Pena,2017-01-28,160.0,-185.0
Jason Knight,2017-01-28,-135.0,115.0
James Vick,2017-02-04,-135.0,115.0
Bec Rawlings,2017-02-04,317.0,-450.0
Michinori Tanaka,2017-02-04,-125.0,105.0
Chris Gruetzemacher,2017-02-04,290.0,-350.0
Curtis Blaydes,2017-02-04,-400.0,325.0
Angela Hill,2017-02-04,550.0,-800.0
Marcel Fortuna,2017-02-04,230.0,-270.0
Volkan Oezdemir,2017-02-04,335.0,-420.0
Felice Herrig,2017-02-04,315.0,-380.0
Chan Sung Jung,2017-02-04,160.0,-185.0
Niko Price,2017-02-04,-115.0,-105.0
Dennis Bermudez,2017-02-04,-185.0,160.0
Khalil Rountree Jr.,2017-02-04,-185.0,145.0
Anthony Hamilton,2017-02-04,-270.0,230.0
Daniel Jolly,2017-02-04,145.0,-185.0
Alex Morono,2017-02-04,-105.0,-115.0
Tecia Torres,2017-02-04,-450.0,317.0
Ricardo Ramos,2017-02-04,105.0,-125.0
Chas Skelly,2017-02-04,-350.0,290.0
Adam Milstead,2017-02-04,325.0,-400.0
Jessica Andrade,2017-02-04,-800.0,550.0
Ovince Saint Preux,2017-02-04,-420.0,335.0
Abel Trujillo,2017-02-04,115.0,-135.0
Alexa Grasso,2017-02-04,-380.0,315.0
Ulka Sasaki,2017-02-11,-670.0,485.0
Ryan LaFlare,2017-02-11,-325.0,250.0
Roan Carneiro,2017-02-11,250.0,-325.0
Belal Muhammad,2017-02-11,115.0,-145.0
Phillipe Nover,2017-02-11,155.0,-175.0
Jim Miller,2017-02-11,360.0,-450.0
Islam Makhachev,2017-02-11,-330.0,270.0
Tim Boetsch,2017-02-11,450.0,-600.0
Rick Glenn,2017-02-11,-175.0,155.0
Nik Lentz,2017-02-11,270.0,-330.0
Wilson Reis,2017-02-11,485.0,-670.0
Jared Cannonier,2017-02-11,190.0,-230.0
Randy Brown,2017-02-11,-145.0,115.0
Dustin Poirier,2017-02-11,-450.0,360.0
Glover Teixeira,2017-02-11,-230.0,190.0
Germaine de Randamie,2017-02-11,-130.0,100.0
Anderson Silva,2017-02-11,100.0,-120.0
Holly Holm,2017-02-11,100.0,-130.0
Derek Brunson,2017-02-11,-120.0,100.0
Jacare Souza,2017-02-11,-600.0,450.0
Reginaldo Vieira,2017-02-19,235.0,-275.0
Gina Mazany,2017-02-19,550.0,-800.0
Cezar Ferreira,2017-02-19,-115.0,-105.0
Gavin Tucker,2017-02-19,-160.0,130.0
Hector Lombard,2017-02-19,-130.0,110.0
Travis Browne,2017-02-19,-115.0,-105.0
Randa Markos,2017-02-19,200.0,-260.0
Thiago Santos,2017-02-19,-165.0,145.0
Ryan Janes,2017-02-19,250.0,-300.0
Alessandro Ricci,2017-02-19,310.0,-370.0
Santiago Ponzinibbio,2017-02-19,-325.0,265.0
Johny Hendricks,2017-02-19,110.0,-130.0
Gerald Meerschaert,2017-02-19,-300.0,250.0
Jack Marshman,2017-02-19,145.0,-165.0
Aiemann Zahabi,2017-02-19,-275.0,235.0
Carla Esparza,2017-02-19,-260.0,200.0
Nordine Taleb,2017-02-19,265.0,-325.0
Paul Felder,2017-02-19,-370.0,310.0
Sara McMann,2017-02-19,-800.0,550.0
Elias Theodorou,2017-02-19,-105.0,-115.0
Sam Sicilia,2017-02-19,130.0,-160.0
Derrick Lewis,2017-02-19,-105.0,-115.0
Paul Craig,2017-03-04,120.0,-140.0
Daniel Spitz,2017-03-04,125.0,-145.0
Luke Sanders,2017-03-04,-150.0,130.0
Darren Elkins,2017-03-04,525.0,-750.0
Lando Vannata,2017-03-04,-360.0,300.0
Mark Hunt,2017-03-04,110.0,-130.0
Cynthia Calvillo,2017-03-04,-170.0,150.0
Daniel Kelly,2017-03-04,205.0,-245.0
Andre Soukhamthath,2017-03-04,130.0,-150.0
Luis Henrique,2017-03-04,155.0,-175.0
Tyron Woodley,2017-03-04,120.0,-140.0
Alistair Overeem,2017-03-04,-130.0,110.0
Rashad Evans,2017-03-04,-245.0,205.0
Amanda Cooper,2017-03-04,150.0,-170.0
David Teymur,2017-03-04,300.0,-360.0
Marcin Tybura,2017-03-04,-175.0,155.0
Mirsad Bektic,2017-03-04,-750.0,525.0
Iuri Alcantara,2017-03-04,130.0,-150.0
Mark Godbeer,2017-03-04,-145.0,125.0
Tyson Pedro,2017-03-04,-140.0,120.0
Albert Morales,2017-03-04,-150.0,130.0
Stephen Thompson,2017-03-04,-140.0,120.0
Joshua Burkman,2017-03-11,250.0,-300.0
Jeremy Kennedy,2017-03-11,-125.0,105.0
Paulo Costa,2017-03-11,-340.0,280.0
Joe Soto,2017-03-11,200.0,-240.0
Mauricio Rua,2017-03-11,-155.0,135.0
Rony Jason,2017-03-11,105.0,-125.0
Garreth McLellan,2017-03-11,280.0,-340.0
Davi Ramos,2017-03-11,170.0,-200.0
Michel Prazeres,2017-03-11,-300.0,250.0
Edson Barboza,2017-03-11,-160.0,140.0
Kevin Lee,2017-03-11,-170.0,150.0
Marion Reneau,2017-03-11,-110.0,-110.0
